gesture,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
NEUTRAL,0.0,0.0,0.0,-0.014210045337677002,-0.0998842716217041,0.004604020419478161,-0.04590505361557007,-0.18659818172454834,0.002382203734427435,-0.09410673379898071,-0.2351800799369812,0.0006021050228213198,-0.1267709732055664,-0.22863903641700745,-0.0009998457665147953,-0.10558724403381348,-0.1823747754096985,-0.01930195672163393,-0.1790052056312561,-0.17258352041244507,-0.024420844593137758,-0.16011065244674683,-0.1507686972618103,-0.02441103031584646,-0.13234451413154602,-0.14425301551818848,-0.022780573197692888,-0.12312987446784973,-0.12507009506225586,-0.02375793477246191,-0.18139663338661194,-0.11758208274841309,-0.019968234204739588,-0.16189894080162048,-0.09821224212646484,-0.012727928550035017,-0.13631653785705566,-0.0944899320602417,-0.010621686668187635,-0.13637152314186096,-0.06508249044418335,-0.02582641338655378,-0.17671316862106323,-0.06338554620742798,-0.01897550767013456,-0.15841436386108398,-0.04746133089065552,-0.006784185503661888,-0.13466522097587585,-0.041949331760406494,-0.002788225391000765,-0.14566028118133545,-0.004800975322723389,-0.027591439166158693,-0.17086881399154663,-0.012209832668304443,-0.020504169368237513,-0.1507590413093567,0.0007789731025695801,-0.008027739093691366,-0.13059738278388977,0.00578075647354126,0.00031563296373349203
NEUTRAL,0.0,0.0,0.0,-0.01410287618637085,-0.10112804174423218,0.0032177874556822417,-0.04683345556259155,-0.19080394506454468,0.0006800767471162317,-0.09756004810333252,-0.23925518989562988,-0.0009283710649157229,-0.13064181804656982,-0.22706001996994019,-0.0021411536988722446,-0.10645037889480591,-0.18507593870162964,-0.020263425333510554,-0.17962944507598877,-0.17579370737075806,-0.024671127347360766,-0.1602565348148346,-0.15391755104064941,-0.024062407462011492,-0.1326192021369934,-0.14747846126556396,-0.022208887411366618,-0.12443345785140991,-0.127444326877594,-0.02398207157672516,-0.18126529455184937,-0.1201205849647522,-0.019604898316870845,-0.16155964136123657,-0.10107725858688354,-0.012222128247927344,-0.13640490174293518,-0.09762275218963623,-0.010093842892061389,-0.13788658380508423,-0.0674738883972168,-0.025321546269665873,-0.17667046189308167,-0.0664064884185791,-0.018025898633609927,-0.15851575136184692,-0.05061161518096924,-0.006069528663616097,-0.1353689730167389,-0.0451812744140625,-0.0023329044022517564,-0.14715313911437988,-0.007507503032684326,-0.026465798987160838,-0.17174041271209717,-0.016607999801635742,-0.018959445206533587,-0.1519852876663208,-0.003030061721801758,-0.006527491638522065,-0.13241517543792725,0.0027051568031311035,0.0016909764119503734
NEUTRAL,0.0,0.0,0.0,-0.014770746231079102,-0.10127878189086914,0.005616692797602241,-0.047102272510528564,-0.188002347946167,0.0037590281286696836,-0.09598767757415771,-0.23676910996437073,0.002211224724860017,-0.12864592671394348,-0.2262197732925415,0.0007978016225109741,-0.10557883977890015,-0.1844843029975891,-0.018805318540572102,-0.1789238452911377,-0.17460787296295166,-0.022601456409930165,-0.15943580865859985,-0.1527400016784668,-0.021606531954049046,-0.13171669840812683,-0.1459483504295349,-0.019512186786769803,-0.12316691875457764,-0.1277419924736023,-0.02346339545273679,-0.1801193356513977,-0.11972355842590332,-0.01849765612804788,-0.16041332483291626,-0.10083234310150146,-0.010977445198832925,-0.13503029942512512,-0.09676623344421387,-0.008913219003616746,-0.1364230513572693,-0.0681464672088623,-0.025482845521210606,-0.17531219124794006,-0.06675851345062256,-0.017370409360765393,-0.156951904296875,-0.051722168922424316,-0.005369981779395516,-0.13350725173950195,-0.04587292671203613,-0.0018505093461413935,-0.1456468403339386,-0.008336007595062256,-0.027116433745860036,-0.1698327660560608,-0.016493022441864014,-0.019088429427384312,-0.14995622634887695,-0.003972113132476807,-0.006590126576512034,-0.13016286492347717,0.0017347335815429688,0.0015704222902144238
NEUTRAL,0.0,0.0,0.0,-0.01411968469619751,-0.10074496269226074,0.0038166771954024625,-0.04613715410232544,-0.18768620491027832,0.0012150287473673416,-0.09540820121765137,-0.2361743450164795,-0.0007059582314354884,-0.12738776206970215,-0.22493627667427063,-0.0022274742988770413,-0.10581636428833008,-0.18309420347213745,-0.019897245398340146,-0.17868539690971375,-0.17477864027023315,-0.024049046045718114,-0.15894347429275513,-0.1529325246810913,-0.023325859165368,-0.1312677562236786,-0.14635688066482544,-0.021457864499268453,-0.12360331416130066,-0.12602365016937256,-0.023835560834584157,-0.1803891658782959,-0.11912679672241211,-0.019330585903105657,-0.16079562902450562,-0.10032385587692261,-0.011917146450457494,-0.13558116555213928,-0.09623456001281738,-0.009833420223174016,-0.13701555132865906,-0.06669813394546509,-0.025348630330142896,-0.17533516883850098,-0.06508618593215942,-0.01751676999646179,-0.15703842043876648,-0.05071091651916504,-0.005866451250938098,-0.13358747959136963,-0.04522716999053955,-0.0024718507813190627,-0.1463232934474945,-0.007525801658630371,-0.026691353476223867,-0.16931164264678955,-0.0147591233253479,-0.01871770673113815,-0.14964354038238525,-0.00278395414352417,-0.006788324161050241,-0.13007649779319763,0.0021715760231018066,0.0009228448578255666
NEUTRAL,0.0,0.0,0.0,-0.01524442434310913,-0.09954977035522461,0.0055100086562873685,-0.04659777879714966,-0.18398457765579224,0.003624722356775578,-0.09415930509567261,-0.23216810822486877,0.0019334607011245453,-0.127034991979599,-0.2307211458683014,0.0005307037451842689,-0.10600244998931885,-0.18436181545257568,-0.01703320746788961,-0.17813915014266968,-0.17374014854431152,-0.020608532480096642,-0.15935677289962769,-0.15058612823486328,-0.019817545316314522,-0.1323760449886322,-0.1440156102180481,-0.017881778306460205,-0.12351050972938538,-0.12803024053573608,-0.02152794157633764,-0.1796281635761261,-0.11931025981903076,-0.01664490928421003,-0.16015225648880005,-0.09901469945907593,-0.009644543989693943,-0.134848952293396,-0.09475499391555786,-0.007749940040653769,-0.1369737684726715,-0.06889498233795166,-0.023498566127514664,-0.1742401123046875,-0.06543409824371338,-0.015395555882847134,-0.15641522407531738,-0.049033403396606445,-0.003931280463135067,-0.13299116492271423,-0.04293757677078247,-0.0006139243535159267,-0.14663353562355042,-0.009617149829864502,-0.02513259952435476,-0.1691679060459137,-0.015282154083251953,-0.01724458230206949,-0.1494745910167694,-0.0010706782341003418,-0.005268668062186066,-0.12949800491333008,0.004845023155212402,0.002723829117471155
NEUTRAL,0.0,0.0,0.0,-0.015306472778320312,-0.09870290756225586,0.006718146609841824,-0.046375930309295654,-0.1799829602241516,0.005491647864459992,-0.09165537357330322,-0.22950154542922974,0.0039008522822996383,-0.12340420484542847,-0.23449203372001648,0.002560357325478435,-0.10745197534561157,-0.18188011646270752,-0.014416902796597242,-0.17799347639083862,-0.17181634902954102,-0.017770561860174894,-0.1588745415210724,-0.14838474988937378,-0.017066601203055143,-0.13164618611335754,-0.1415165662765503,-0.015179493003756761,-0.12486305832862854,-0.12617182731628418,-0.0196310258519361,-0.17945313453674316,-0.11724919080734253,-0.014505924196214437,-0.15968430042266846,-0.09693092107772827,-0.0075941747103343005,-0.13427114486694336,-0.09320473670959473,-0.005733321891398191,-0.1376515030860901,-0.06678992509841919,-0.022431807131738424,-0.17355474829673767,-0.06300777196884155,-0.01413962105777955,-0.15532052516937256,-0.04662817716598511,-0.0025851591539094443,-0.13193461298942566,-0.04099750518798828,0.000805136568146736,-0.14633703231811523,-0.006969273090362549,-0.024863857315153837,-0.16758790612220764,-0.011967480182647705,-0.016796661080093145,-0.14764991402626038,0.0012795329093933105,-0.004696843684882879,-0.12767618894577026,0.00602114200592041,0.0034152555696209674
NEUTRAL,0.0,0.0,0.0,-0.015098392963409424,-0.09903925657272339,0.006877651292882092,-0.04533618688583374,-0.17939287424087524,0.005447017349354155,-0.0900307297706604,-0.22822514176368713,0.0036620414760477615,-0.12133875489234924,-0.2343059480190277,0.0021662538350142313,-0.10687151551246643,-0.18108254671096802,-0.015509256306984298,-0.1777293086051941,-0.16969680786132812,-0.018451520387031906,-0.158442884683609,-0.14678186178207397,-0.01706205974886643,-0.13161024451255798,-0.1407705545425415,-0.014781842153468006,-0.12380725145339966,-0.12466979026794434,-0.020831895206072204,-0.1785462498664856,-0.11577725410461426,-0.01576814163098561,-0.15879547595977783,-0.09585869312286377,-0.008648675080337398,-0.1334780752658844,-0.0923459529876709,-0.006656900659152143,-0.13629743456840515,-0.06479775905609131,-0.023568743053772323,-0.17270243167877197,-0.06217712163925171,-0.015328254695930355,-0.15454307198524475,-0.04630410671234131,-0.0037128747496240067,-0.1311693787574768,-0.040639638900756836,-0.0002974234809585141,-0.14475080370903015,-0.004506349563598633,-0.025864646915294998,-0.16640901565551758,-0.011369705200195312,-0.018015162233211868,-0.14635664224624634,0.0011845827102661133,-0.0060290607213460135,-0.12615561485290527,0.005949556827545166,0.0020240476299591137
NEUTRAL,0.0,0.0,0.0,-0.014083564281463623,-0.10047584772109985,0.005916750062397114,-0.04443484544754028,-0.18214011192321777,0.004368002995988718,-0.09103554487228394,-0.23000216484069824,0.0029323189557999285,-0.1222650408744812,-0.23489567637443542,0.001927631212538472,-0.10529929399490356,-0.18164515495300293,-0.016826879694917807,-0.17612069845199585,-0.1733052134513855,-0.019056067332485327,-0.15674442052841187,-0.15133875608444214,-0.016957363575556883,-0.12999415397644043,-0.1446390151977539,-0.014340445861080298,-0.12286001443862915,-0.12453687191009521,-0.021417579144099363,-0.17770695686340332,-0.11892926692962646,-0.01568328262851537,-0.15796059370040894,-0.09977531433105469,-0.008138652421394,-0.132895827293396,-0.09548848867416382,-0.005949912123242029,-0.13602662086486816,-0.06458896398544312,-0.023339866191008696,-0.1720430850982666,-0.06480801105499268,-0.014463156923511633,-0.1538519263267517,-0.0494236946105957,-0.00262599531174601,-0.13074469566345215,-0.043022215366363525,0.0007762860661841842,-0.14476948976516724,-0.004576325416564941,-0.024880011096456656,-0.16546985507011414,-0.013496875762939453,-0.01669395202384294,-0.14547759294509888,-0.0011861324310302734,-0.004721004977682242,-0.12590032815933228,0.004242897033691406,0.003217802619701615
NEUTRAL,0.0,0.0,0.0,-0.01317054033279419,-0.10011929273605347,0.004931443570839633,-0.04430443048477173,-0.1842648983001709,0.0031040410648159877,-0.09216964244842529,-0.2334393858909607,0.0017894126611821548,-0.12451952695846558,-0.23297441005706787,0.0009059247348517374,-0.10531964898109436,-0.18082982301712036,-0.01934604000793172,-0.17667579650878906,-0.1750069260597229,-0.021687427801353465,-0.15776684880256653,-0.15410739183425903,-0.019034169880015384,-0.1315685510635376,-0.1473349928855896,-0.016069498178822528,-0.12294125556945801,-0.12359631061553955,-0.02343723577008916,-0.17855295538902283,-0.12049281597137451,-0.01791376833365632,-0.15902426838874817,-0.10244905948638916,-0.009774449547094832,-0.13439559936523438,-0.09808582067489624,-0.007202303302747737,-0.13614687323570251,-0.06386739015579224,-0.024813516331178676,-0.17249497771263123,-0.06654959917068481,-0.016192959887249003,-0.15424111485481262,-0.052421629428863525,-0.004144789451075326,-0.13146814703941345,-0.04607027769088745,-0.0006384820773206457,-0.14505991339683533,-0.004165232181549072,-0.025852488619548808,-0.16484993696212769,-0.0153273344039917,-0.017854256821138392,-0.14489471912384033,-0.003834247589111328,-0.006055677109671365,-0.1259547472000122,0.0016041994094848633,0.0016242193195097343
NEUTRAL,0.0,0.0,0.0,-0.014319837093353271,-0.09971332550048828,0.005186588399695324,-0.04541826248168945,-0.18453657627105713,0.0033550708448757405,-0.09376263618469238,-0.23353329300880432,0.0019774647789319033,-0.12663820385932922,-0.22630956768989563,0.0010037704032157535,-0.10581564903259277,-0.18104451894760132,-0.01802237668202622,-0.17710387706756592,-0.17439723014831543,-0.020605777959687543,-0.15813446044921875,-0.15217000246047974,-0.018886392574174238,-0.131633460521698,-0.14553040266036987,-0.016623997698886228,-0.12363997101783752,-0.12414705753326416,-0.02222125754819615,-0.17942380905151367,-0.12009847164154053,-0.016528656344277692,-0.15976756811141968,-0.10128891468048096,-0.008927800330681634,-0.13504469394683838,-0.09685152769088745,-0.006784708342863155,-0.1367926001548767,-0.06479555368423462,-0.023734189208013845,-0.173139750957489,-0.06577104330062866,-0.01475812365428908,-0.15513214468955994,-0.051268815994262695,-0.003036749885765744,-0.1322985291481018,-0.044924020767211914,0.00020749692153287924,-0.14563578367233276,-0.005991160869598389,-0.02492973731027348,-0.1658230423927307,-0.014785587787628174,-0.016176338876945806,-0.14680132269859314,-0.002668321132659912,-0.004184672712696624,-0.12791159749031067,0.003307163715362549,0.0035204513823856587
NEUTRAL,0.0,0.0,0.0,-0.014802694320678711,-0.10026049613952637,0.0065985386420379655,-0.0468592643737793,-0.1839200258255005,0.005293910314549066,-0.09512686729431152,-0.23353248834609985,0.004265754872221805,-0.12766137719154358,-0.22950071096420288,0.0035965588569979445,-0.10605946183204651,-0.18319672346115112,-0.018471688574891232,-0.1791384518146515,-0.17611998319625854,-0.020061573556404255,-0.15993276238441467,-0.15319377183914185,-0.016959921068291806,-0.13355585932731628,-0.14617609977722168,-0.013848009130697392,-0.12418758869171143,-0.1264910101890564,-0.023082115298848294,-0.18041443824768066,-0.12104517221450806,-0.016510678997974537,-0.16037485003471375,-0.10157185792922974,-0.007842834650318764,-0.13579061627388,-0.09721338748931885,-0.005144649262319945,-0.1376144289970398,-0.06712150573730469,-0.02474840970967307,-0.1743251085281372,-0.06694215536117554,-0.014740692994337223,-0.15559586882591248,-0.05207371711730957,-0.0023630564871837123,-0.13270145654678345,-0.045732855796813965,0.0009773818703706638,-0.14647120237350464,-0.0076718926429748535,-0.025981983712654255,-0.1668418049812317,-0.015782833099365234,-0.016730791500549458,-0.14686813950538635,-0.0036759376525878906,-0.004513337353955649,-0.12781572341918945,0.0017210841178894043,0.003229668752510406
